Feature_Name,Feature_Name_EN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_EN,Approval_Date,Origin,Origin_EN
亨利兄弟R,Henry Frères R,Moon,6.98,-21.52,-57.9,Planetographic  +East  -180 - 180,已批准,Approved,2006,繁荣;法国天文学家（1849-1903）；保罗法国天文学家（1848-1905）。,Prosper; French astronomer (1849-1903); Paul; French astronomer (1848-1905).
亨利兄弟,Henry Frères S,Moon,6.24,-20.5,-56.48,Planetographic  +East  -180 - 180,已批准,Approved,2006,繁荣;法国天文学家（1849-1903）；保罗法国天文学家（1848-1905）。,Prosper; French astronomer (1849-1903); Paul; French astronomer (1848-1905).
亨利·J,Henry J,Moon,5.89,-22.79,-55.61,Planetographic  +East  -180 - 180,已批准,Approved,2006,约瑟夫;美国物理学家（1797-1878）。,Joseph; American physicist (1797-1878).
亨利·K,Henry K,Moon,6.4,-23.22,-55.7,Planetographic  +East  -180 - 180,已批准,Approved,2006,约瑟夫;美国物理学家（1797-1878）。,Joseph; American physicist (1797-1878).
亨利·L,Henry L,Moon,6.48,-25.46,-57.55,Planetographic  +East  -180 - 180,已批准,Approved,2006,约瑟夫;美国物理学家（1797-1878）。,Joseph; American physicist (1797-1878).
亨利·M,Henry M,Moon,12.84,-25.77,-57.53,Planetographic  +East  -180 - 180,已批准,Approved,2006,约瑟夫;美国物理学家（1797-1878）。,Joseph; American physicist (1797-1878).
亨利·N,Henry N,Moon,8.77,-26.11,-58.46,Planetographic  +East  -180 - 180,已批准,Approved,2006,约瑟夫;美国物理学家（1797-1878）。,Joseph; American physicist (1797-1878).
亨利·P,Henry P,Moon,6.38,-25.7,-58.97,Planetographic  +East  -180 - 180,已批准,Approved,2006,约瑟夫;美国物理学家（1797-1878）。,Joseph; American physicist (1797-1878).
亨耶,Henyey,Moon,68.74,12.7,-152.33,Planetographic  +East  -180 - 180,已批准,Approved,1970,路易·乔治美国天文学家（1910-1970）。,Louis George; American astronomer (1910-1970).
亨尼·乌,Henyey U,Moon,45.72,13.6,-153.6,Planetographic  +East  -180 - 180,已批准,Approved,2006,路易·乔治美国天文学家（1910-1970）。,Louis George; American astronomer (1910-1970).
埃涅阿斯B,Henyey V,Moon,24.27,14.13,-154.4,Planetographic  +East  -180 - 180,已批准,Approved,2006,路易·乔治美国天文学家（1910-1970）。,Louis George; American astronomer (1910-1970).
Heraclides A,Heraclides A,Moon,4.74,40.91,-34.27,Planetographic  +East  -180 - 180,已批准,Approved,2006,因Promontorium Heraclides而得名。,Named for Promontorium Heraclides.
赫拉克利德E,Heraclides E,Moon,3.95,43.01,-32.76,Planetographic  +East  -180 - 180,已批准,Approved,2006,因Promontorium Heraclides而得名。,Named for Promontorium Heraclides.
赫拉克利德F,Heraclides F,Moon,3.01,38.56,-33.72,Planetographic  +East  -180 - 180,已批准,Approved,2006,因Promontorium Heraclides而得名。,Named for Promontorium Heraclides.
赫拉克利特,Heraclitus,Moon,85.74,-49.31,6.42,Planetographic  +East  -180 - 180,已批准,Approved,1935,希腊哲学家（约公元前540年至480年）。,Greek philosopher (c. 540-480 B.C.).
赫拉克利特,Heraclitus A,Moon,4.97,-49.41,4.54,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊哲学家（约公元前540年至480年）。,Greek philosopher (c. 540-480 B.C.).
赫拉克利特100,Heraclitus C,Moon,6.94,-48.89,6.22,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊哲学家（约公元前540年至480年）。,Greek philosopher (c. 540-480 B.C.).
赫拉克利特500,Heraclitus D,Moon,56.12,-50.51,5.14,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊哲学家（约公元前540年至480年）。,Greek philosopher (c. 540-480 B.C.).
赫拉克利特斯,Heraclitus E,Moon,6.97,-49.74,6.55,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊哲学家（约公元前540年至480年）。,Greek philosopher (c. 540-480 B.C.).
赫拉克利特斯,Heraclitus K,Moon,16.92,-49.64,3.45,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊哲学家（约公元前540年至480年）。,Greek philosopher (c. 540-480 B.C.).
大力神,Hercules,Moon,68.32,46.82,39.21,Planetographic  +East  -180 - 180,已批准,Approved,1935,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
大力神B,Hercules B,Moon,7.38,47.87,36.7,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
大力神C,Hercules C,Moon,8.79,42.74,35.36,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
大力神D,Hercules D,Moon,7.96,44.79,39.73,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
大力神E,Hercules E,Moon,9.98,45.8,38.7,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
大力神F,Hercules F,Moon,13.24,50.31,41.75,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
大力神G,Hercules G,Moon,13.82,46.46,39.28,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
大力神H,Hercules H,Moon,5.97,51.33,41.04,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
大力神,Hercules J,Moon,7.86,44.12,36.44,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
大力神K,Hercules K,Moon,7.04,44.26,36.96,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊神话英雄Heracles的拉丁文拼写。,Latin spelling for Greek mythological hero Heracles.
Herigone,Herigonius,Moon,14.86,-13.36,-33.97,Planetographic  +East  -180 - 180,已批准,Approved,1935,皮埃尔·赫里贡内；法国数学家，天文学家（fl。1634）。,"Herigone, Pierre; French mathematician, astronomer (fl. 1634)."
赫里贡纽斯E,Herigonius E,Moon,6.63,-13.82,-35.65,Planetographic  +East  -180 - 180,已批准,Approved,2006,皮埃尔·赫里贡内；法国数学家，天文学家（fl。1634）。,"Herigone, Pierre; French mathematician, astronomer (fl. 1634)."
Herigone F,Herigonius F,Moon,5.23,-15.48,-35.04,Planetographic  +East  -180 - 180,已批准,Approved,2006,皮埃尔·赫里贡内；法国数学家，天文学家（fl。1634）。,"Herigone, Pierre; French mathematician, astronomer (fl. 1634)."
Herigone G,Herigonius G,Moon,3.17,-15.27,-32.46,Planetographic  +East  -180 - 180,已批准,Approved,2006,皮埃尔·赫里贡内；法国数学家，天文学家（fl。1634）。,"Herigone, Pierre; French mathematician, astronomer (fl. 1634)."
直升机,Herigonius H,Moon,4.15,-17.12,-33.22,Planetographic  +East  -180 - 180,已批准,Approved,2006,皮埃尔·赫里贡内；法国数学家，天文学家（fl。1634）。,"Herigone, Pierre; French mathematician, astronomer (fl. 1634)."
赫里贡纽斯K,Herigonius K,Moon,3.07,-12.83,-36.46,Planetographic  +East  -180 - 180,已批准,Approved,2006,皮埃尔·赫里贡内；法国数学家，天文学家（fl。1634）。,"Herigone, Pierre; French mathematician, astronomer (fl. 1634)."
赫尔曼,Hermann,Moon,15.92,-0.87,-57.47,Planetographic  +East  -180 - 180,已批准,Approved,1935,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼,Hermann A,Moon,4.08,0.4,-58.27,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼·B,Hermann B,Moon,5.84,-0.33,-57.25,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼·C,Hermann C,Moon,3.39,-0.16,-60.67,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼·D,Hermann D,Moon,3.2,-2.32,-54.13,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼·E,Hermann E,Moon,3.66,0.19,-52.04,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼·F,Hermann F,Moon,4.99,1.3,-55.61,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼·H,Hermann H,Moon,4.23,0.87,-61.93,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼·J,Hermann J,Moon,3.85,2.6,-57.53,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼·K,Hermann K,Moon,2.73,2.43,-58.36,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼·L,Hermann L,Moon,2.81,2.44,-59.23,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼河,Hermann R,Moon,2.39,0.55,-55.79,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫尔曼,Hermann S,Moon,3.9,0.94,-55.61,Planetographic  +East  -180 - 180,已批准,Approved,2006,雅各瑞士数学家（1678-1733）。,Jacob; Swiss mathematician (1678-1733).
赫米特人,Hermite,Moon,108.64,86.17,-93.32,Planetographic  +East  -180 - 180,已批准,Approved,1964,查尔斯法国数学家（1822-1901）。,Charles; French mathematician (1822-1901).
埃尔米特A,Hermite A,Moon,19.86,87.94,-51.02,Planetographic  +East  -180 - 180,已批准,Approved,2006,查尔斯法国数学家（1822-1901）。,Charles; French mathematician (1822-1901).
希罗多德,Herodotus,Moon,35.87,23.25,-49.84,Planetographic  +East  -180 - 180,已批准,Approved,1935,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德A,Herodotus A,Moon,9.98,21.52,-52.14,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德B,Herodotus B,Moon,5.64,22.57,-55.47,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德C,Herodotus C,Moon,4.68,21.94,-55.05,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德E,Herodotus E,Moon,36.55,29.35,-51.52,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德G,Herodotus G,Moon,3.51,24.68,-50.33,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德H,Herodotus H,Moon,6.22,26.77,-50.07,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德K,Herodotus K,Moon,4.72,24.51,-51.97,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德50,Herodotus L,Moon,3.93,26.11,-53.19,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德N,Herodotus N,Moon,4.32,23.64,-50.12,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德R,Herodotus R,Moon,3.94,27.37,-53.95,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德S,Herodotus S,Moon,4.1,27.68,-53.43,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
希罗多德T,Herodotus T,Moon,5.03,27.88,-53.81,Planetographic  +East  -180 - 180,已批准,Approved,2006,哈利卡纳苏斯希腊历史学家（约公元前484-408年）。,Of Halikarnassus; Greek historian (c. 484-408 B.C.).
苍鹭（英雄）,Heron (Hero),Moon,28.1,0.65,119.88,Planetographic  +East  -180 - 180,已批准,Approved,1976,埃及发明家（约公元前100年）。,Egyptian inventor (unkn-c. 100 B.C.).
苍鹭（英雄）H,Heron (Hero) H,Moon,17.88,0.24,120.7,Planetographic  +East  -180 - 180,已批准,Approved,2006,埃及发明家（约公元前100年）。,Egyptian inventor (unkn-c. 100 B.C.).
苍鹭（英雄）Y,Heron (Hero) Y,Moon,15.19,1.42,119.69,Planetographic  +East  -180 - 180,已批准,Approved,2006,埃及发明家（约公元前100年）。,Egyptian inventor (unkn-c. 100 B.C.).
赫歇尔,Herschel,Moon,39.09,-5.69,-2.09,Planetographic  +East  -180 - 180,已批准,Approved,1935,威廉爵士德国出生的英国天文学家（1738-1822）。,Sir William; German-born British astronomer (1738-1822).
赫歇尔·C,Herschel C,Moon,9.89,-5.01,-3.18,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉爵士德国出生的英国天文学家（1738-1822）。,Sir William; German-born British astronomer (1738-1822).
赫歇尔·D,Herschel D,Moon,19.24,-5.32,-3.99,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉爵士德国出生的英国天文学家（1738-1822）。,Sir William; German-born British astronomer (1738-1822).
赫歇尔·F,Herschel F,Moon,5.84,-5.79,-4.39,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉爵士德国出生的英国天文学家（1738-1822）。,Sir William; German-born British astronomer (1738-1822).
赫歇尔·G,Herschel G,Moon,12.25,-6.5,-2.41,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉爵士德国出生的英国天文学家（1738-1822）。,Sir William; German-born British astronomer (1738-1822).
赫歇尔·H,Herschel H,Moon,4.7,-6.31,-3.45,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉爵士德国出生的英国天文学家（1738-1822）。,Sir William; German-born British astronomer (1738-1822).
赫歇尔J,Herschel J,Moon,4.85,-6.42,-4.28,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉爵士德国出生的英国天文学家（1738-1822）。,Sir William; German-born British astronomer (1738-1822).
赫歇尔·N,Herschel N,Moon,14.41,-5.22,-1.09,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉爵士德国出生的英国天文学家（1738-1822）。,Sir William; German-born British astronomer (1738-1822).
赫歇尔X,Herschel X,Moon,2.72,-5.36,-2.72,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉爵士德国出生的英国天文学家（1738-1822）。,Sir William; German-born British astronomer (1738-1822).
赫兹,Hertz,Moon,82.94,13.32,104.56,Planetographic  +East  -180 - 180,已批准,Approved,1961,海因里希·鲁道夫（Heinrich Rudolf）；德国物理学家（1857-1894）。,Heinrich Rudolf; German physicist (1857-1894).
赫兹普龙,Hertzsprung,Moon,536.37,1.37,-128.66,Planetographic  +East  -180 - 180,已批准,Approved,1970,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹普龙D,Hertzsprung D,Moon,48.29,3.43,-126.2,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹弹簧H,Hertzsprung H,Moon,20.01,-1.26,-125.15,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹弹簧K,Hertzsprung K,Moon,27.34,-0.67,-128.48,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹普龙,Hertzsprung L,Moon,34.89,0.22,-128.7,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹弹簧M,Hertzsprung M,Moon,35.79,-7.55,-129.79,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹弹簧,Hertzsprung P,Moon,22.42,-0.14,-130.24,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹弹簧R,Hertzsprung R,Moon,30.39,-0.27,-132.8,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹弹簧,Hertzsprung S,Moon,48.9,0.45,-133.4,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹普朗五世,Hertzsprung V,Moon,40.36,5.07,-134.17,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹弹簧X,Hertzsprung X,Moon,24.12,3.68,-130.08,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
赫兹普龙,Hertzsprung Y,Moon,25.16,8.77,-131.99,Planetographic  +East  -180 - 180,已批准,Approved,2006,艾纳尔丹麦天文学家（1873-1967）。,Ejnar; Danish astronomer (1873-1967).
Hefiodus,Hesiodus,Moon,43.24,-29.42,-16.42,Planetographic  +East  -180 - 180,已批准,Approved,1935,Hesiod;希腊人道主义者（公元前735年）。,Hesiod; Greek humanitarian (c. 735 B.C.).
Hefiodus,Hesiodus A,Moon,14.13,-30.13,-17.07,Planetographic  +East  -180 - 180,已批准,Approved,2006,Hesiod;希腊人道主义者（公元前735年）。,Hesiod; Greek humanitarian (c. 735 B.C.).
Hefiodus B,Hesiodus B,Moon,9.88,-27.16,-17.54,Planetographic  +East  -180 - 180,已批准,Approved,2006,Hesiod;希腊人道主义者（公元前735年）。,Hesiod; Greek humanitarian (c. 735 B.C.).
Hefiodus 500,Hesiodus D,Moon,4.58,-29.39,-16.43,Planetographic  +East  -180 - 180,已批准,Approved,2006,Hesiod;希腊人道主义者（公元前735年）。,Hesiod; Greek humanitarian (c. 735 B.C.).
埃菲奥多斯,Hesiodus E,Moon,3.16,-27.91,-15.35,Planetographic  +East  -180 - 180,已批准,Approved,2006,Hesiod;希腊人道主义者（公元前735年）。,Hesiod; Greek humanitarian (c. 735 B.C.).
Hefiodus 10,Hesiodus X,Moon,23.9,-27.4,-16.28,Planetographic  +East  -180 - 180,已批准,Approved,2006,Hesiod;希腊人道主义者（公元前735年）。,Hesiod; Greek humanitarian (c. 735 B.C.).
Hefiodus N,Hesiodus Y,Moon,17.8,-28.32,-17.29,Planetographic  +East  -180 - 180,已批准,Approved,2006,Hesiod;希腊人道主义者（公元前735年）。,Hesiod; Greek humanitarian (c. 735 B.C.).
Hefiodus低,Hesiodus Z,Moon,3.78,-28.77,-19.51,Planetographic  +East  -180 - 180,已批准,Approved,2006,Hesiod;希腊人道主义者（公元前735年）。,Hesiod; Greek humanitarian (c. 735 B.C.).
赫斯,Hess,Moon,90.44,-54.47,174.19,Planetographic  +East  -180 - 180,已批准,Approved,1970,维克多·弗朗兹（Francis）；美国物理学家（1883-1964）;哈里·哈蒙德；美国地质学家（1906-1969）。,Victor Franz (Francis); American physicist (1883-1964); Harry Hammond; American geologist (1906-1969).
赫斯·阿波罗,Hess-Apollo,Moon,0.64,20.09,30.75,Planetographic  +East  -180 - 180,已批准,Approved,1973,宇航员命名的功能，阿波罗17号站点。,"Astronaut-named feature, Apollo 17 site."
赫斯·M,Hess M,Moon,25.18,-56.2,173.42,Planetographic  +East  -180 - 180,已批准,Approved,2006,维克多·弗朗兹（Francis）；美国物理学家（1883-1964）;哈里·哈蒙德；美国地质学家（1906-1969）。,Victor Franz (Francis); American physicist (1883-1964); Harry Hammond; American geologist (1906-1969).
赫斯·W,Hess W,Moon,25.93,-52.79,171.04,Planetographic  +East  -180 - 180,已批准,Approved,2006,维克多·弗朗兹（Francis）；美国物理学家（1883-1964）;哈里·哈蒙德；美国地质学家（1906-1969）。,Victor Franz (Francis); American physicist (1883-1964); Harry Hammond; American geologist (1906-1969).
赫斯Z,Hess Z,Moon,81.1,-52.08,173.71,Planetographic  +East  -180 - 180,已批准,Approved,2006,维克多·弗朗兹（Francis）；美国物理学家（1883-1964）;哈里·哈蒙德；美国地质学家（1906-1969）。,Victor Franz (Francis); American physicist (1883-1964); Harry Hammond; American geologist (1906-1969).
赫维留斯,Hevelius,Moon,113.87,2.2,-67.46,Planetographic  +East  -180 - 180,已批准,Approved,1935,约翰·豪威尔克；波兰天文学家（1611-1687）。,"Howelcke, Johann; Polish astronomer (1611-1687)."
Hevelius A,Hevelius A,Moon,14.01,2.85,-68.23,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·豪威尔克；波兰天文学家（1611-1687）。,"Howelcke, Johann; Polish astronomer (1611-1687)."
Hevelius B,Hevelius B,Moon,13.5,1.36,-68.98,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·豪威尔克；波兰天文学家（1611-1687）。,"Howelcke, Johann; Polish astronomer (1611-1687)."
Hevelius D,Hevelius D,Moon,7.76,3.05,-60.91,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·豪威尔克；波兰天文学家（1611-1687）。,"Howelcke, Johann; Polish astronomer (1611-1687)."
Hevelius E,Hevelius E,Moon,8.81,2.96,-65.78,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·豪威尔克；波兰天文学家（1611-1687）。,"Howelcke, Johann; Polish astronomer (1611-1687)."
Hevelius J,Hevelius J,Moon,13.13,0.8,-69.9,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·豪威尔克；波兰天文学家（1611-1687）。,"Howelcke, Johann; Polish astronomer (1611-1687)."
Hevelius K,Hevelius K,Moon,5.67,1.58,-70.08,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·豪威尔克；波兰天文学家（1611-1687）。,"Howelcke, Johann; Polish astronomer (1611-1687)."
hevelius 50,Hevelius L,Moon,7.6,2.04,-70.48,Planetographic  +East  -180 - 180,已批准,Approved,2006,约翰·豪威尔克；波兰天文学家（1611-1687）。,"Howelcke, Johann; Polish astronomer (1611-1687)."
沉重的,Hevesy,Moon,49.99,83.09,149.15,Planetographic  +East  -180 - 180,已批准,Approved,"Jan 22, 2009",乔治·卡尔；匈牙利化学家，1943年（1885-1966年）诺贝尔奖获得者。,"Georg Karl; Hungarian chemist, Nobel Prize winner 1943 (1885-1966)."
海曼斯,Heymans,Moon,46.45,74.76,-144.94,Planetographic  +East  -180 - 180,已批准,Approved,1970,Corneille-Jean-François;比利时生理学家；诺贝尔奖获得者（1892-1968）。,Corneille-Jean-François; Belgian physiologist; Nobel laureate (1892-1968).
海曼斯D,Heymans D,Moon,28.49,76.3,-133.19,Planetographic  +East  -180 - 180,已批准,Approved,2006,Corneille-Jean-François;比利时生理学家；诺贝尔奖获得者（1892-1968）。,Corneille-Jean-François; Belgian physiologist; Nobel laureate (1892-1968).
海曼斯F,Heymans F,Moon,52.98,74.64,-134.3,Planetographic  +East  -180 - 180,已批准,Approved,2006,Corneille-Jean-François;比利时生理学家；诺贝尔奖获得者（1892-1968）。,Corneille-Jean-François; Belgian physiologist; Nobel laureate (1892-1968).
海曼斯,Heymans T,Moon,31.7,74.66,-155.73,Planetographic  +East  -180 - 180,已批准,Approved,2006,Corneille-Jean-François;比利时生理学家；诺贝尔奖获得者（1892-1968）。,Corneille-Jean-François; Belgian physiologist; Nobel laureate (1892-1968).
海洛夫斯基,Heyrovsky,Moon,16.66,-39.55,-95.42,Planetographic  +East  -180 - 180,已批准,Approved,1985,雅罗斯拉夫；捷克斯洛伐克的化学家（1890-1967）。,Jaroslav; Czechoslovakian chemist (1890-1967).
H·G·威尔斯,H. G. Wells,Moon,108.9,40.84,122.63,Planetographic  +East  -180 - 180,已批准,Approved,1970,赫伯特·乔治；英国科学作家（1866-1946）。,Herbert George; British scientific writer (1866-1946).
H.G.威尔斯X,H. G. Wells X,Moon,27.54,43.14,121.39,Planetographic  +East  -180 - 180,已批准,Approved,2006,赫伯特·乔治；英国科学作家（1866-1946）。,Herbert George; British scientific writer (1866-1946).
希尔伯特,Hilbert,Moon,173.24,-17.87,108.32,Planetographic  +East  -180 - 180,已批准,Approved,1970,大卫;德国数学家（1862-1943）。,David; German mathematician (1862-1943).
希尔伯特A,Hilbert A,Moon,10.28,-16.18,109.06,Planetographic  +East  -180 - 180,已批准,Approved,2006,大卫;德国数学家（1862-1943）。,David; German mathematician (1862-1943).
希尔伯特E,Hilbert E,Moon,48.73,-16.59,112.29,Planetographic  +East  -180 - 180,已批准,Approved,2006,大卫;德国数学家（1862-1943）。,David; German mathematician (1862-1943).
希尔伯特G,Hilbert G,Moon,47.11,-18.75,114.2,Planetographic  +East  -180 - 180,已批准,Approved,2006,大卫;德国数学家（1862-1943）。,David; German mathematician (1862-1943).
希尔伯特H,Hilbert H,Moon,14.69,-18.43,109.86,Planetographic  +East  -180 - 180,已批准,Approved,2006,大卫;德国数学家（1862-1943）。,David; German mathematician (1862-1943).
希尔伯特·L,Hilbert L,Moon,32.59,-21.14,109.11,Planetographic  +East  -180 - 180,已批准,Approved,2006,大卫;德国数学家（1862-1943）。,David; German mathematician (1862-1943).
希尔伯特,Hilbert S,Moon,11.16,-18.31,106.09,Planetographic  +East  -180 - 180,已批准,Approved,2006,大卫;德国数学家（1862-1943）。,David; German mathematician (1862-1943).
希尔伯特·W,Hilbert W,Moon,19.25,-17.32,107.9,Planetographic  +East  -180 - 180,已批准,Approved,2006,大卫;德国数学家（1862-1943）。,David; German mathematician (1862-1943).
希尔伯特Y,Hilbert Y,Moon,24.95,-15.85,107.78,Planetographic  +East  -180 - 180,已批准,Approved,2006,大卫;德国数学家（1862-1943）。,David; German mathematician (1862-1943).
希尔德加德,Hildegard,Moon,122,-51.68,127.74,Planetographic  +East  -180 - 180,已批准,Approved,"Feb 25, 2016",Hildegard von Bingen;德国作家，作曲家，神秘主义者和有远见的人。在德国，她被认为是自然历史科学研究的奠基人（1098年至1179年）。,"Hildegard von Bingen; German writer, composer, mystic and visionary. In Germany she is considered the founder of the scientific study of natural history (1098- 1179)."
